,0
P09496,AF-P09496-F1-model_v4_TED02:-:218:248;AF-P09496-F1-model_v4_TED01:1.20.5:103:170
P09497,AF-P09497-F1-model_v4_TED01:-:91:186;AF-P09497-F1-model_v4_TED02:-:188:229
P09525,AF-P09525-F1-model_v4_TED01:1.10.220.10:17:73;AF-P09525-F1-model_v4_TED02:1.10.220.10:88:158;AF-P09525-F1-model_v4_TED03:1.10.220.10:169:245;AF-P09525-F1-model_v4_TED04:1.10.220.10:247:316
P09543,AF-P09543-F1-model_v4_TED01:3.40.50.300:30:185;AF-P09543-F1-model_v4_TED02:3.90.1740.10:192:396
P09544,AF-P09544-F1-model_v4_TED01:-:22:283;AF-P09544-F1-model_v4_TED02:3.30.2460.20:289:352
P09565,
P09601,AF-P09601-F1-model_v4_TED01:1.20.910.10:12:224
P09603,AF-P09603-F1-model_v4_TED01:1.20.1250.10:66:178
P09669,AF-P09669-F1-model_v4_TED01:4.10.93.10:15:67
P09848,AF-P09848-F1-model_v4_TED01:3.20.20.80:2:326;AF-P09848-F1-model_v4_TED02:3.20.20.80:389:819;AF-P09848-F1-model_v4_TED03:3.20.20.80:881:1367;AF-P09848-F1-model_v4_TED04:3.20.20.80:1376:1841
P09912,
P09913,AF-P09913-F1-model_v4_TED01:1.25.40.10:4:134
P09914,AF-P09914-F1-model_v4_TED01:1.25.40.10:3:137
P09919,AF-P09919-F1-model_v4_TED01:1.20.1250.10:42:206
P09923,AF-P09923-F1-model_v4_TED01:3.40.720.10:47:484;AF-P09923-F1-model_v4_TED02:-:385:449
P09972,AF-P09972-F1-model_v4_TED01:3.20.20.70:23:341
P0C0P6,
P0C1Z6,AF-P0C1Z6-F1-model_v4_TED01:1.20.5:55:130
P0C221,
P0C2L3,AF-P0C2L3-F1-model_v4_TED01:1.20.5:1:38
P0C2S0,AF-P0C2S0-F1-model_v4_TED01:-:25:77
P0C2W7,AF-P0C2W7-F1-model_v4_TED01:-:108:136
P0C5J1,AF-P0C5J1-F1-model_v4_TED02:3.40.50.150:112:330;AF-P0C5J1-F1-model_v4_TED01:1.20.1310:4:106
P0C5K6,
P0C5K7,
P0C5Y4,
P0C5Y9,AF-P0C5Y9-F1-model_v4_TED01:1.10.20.10:23:103
P0C5Z0,AF-P0C5Z0-F1-model_v4_TED01:1.10.20.10:23:103
P0C671,
P0C672,
P0C6C1,AF-P0C6C1-F1-model_v4_TED01:1.25.40.20:15:168
P0C6T2,
P0C7A2,
P0C7H8,
P0C7I6,
P0C7M3,
P0C7M6,AF-P0C7M6-F1-model_v4_TED01:1.20.5:13:87
P0C7N4,AF-P0C7N4-F1-model_v4_TED01:1.20.5:48:162
P0C7P2,
P0C7P4,AF-P0C7P4-F1-model_v4_TED01:1.20.5.270:95:151;AF-P0C7P4-F1-model_v4_TED02:2.102.10.10:162:283
P0C7Q2,
P0C7T4,AF-P0C7T4-F1-model_v4_TED01:1.20.5:2:44
P0C7T7,
P0C7T8,AF-P0C7T8-F1-model_v4_TED01:-:8:162
P0C7U9,
P0C7V0,
P0C7V6,AF-P0C7V6-F1-model_v4_TED01:-:13:54;AF-P0C7V6-F1-model_v4_TED02:-:64:170;AF-P0C7V6-F1-model_v4_TED03:-:211:249
P0C7V7,AF-P0C7V7-F1-model_v4_TED01:2.10.109:33:135;AF-P0C7V7-F1-model_v4_TED02:1.20.5:137:166
P0C7V8,AF-P0C7V8-F1-model_v4_TED01:2.130.10.10:188:570
P0C7V9,AF-P0C7V9-F1-model_v4_TED01:3.40.50.150:72:168
P0C7W0,
P0C7W6,AF-P0C7W6-F1-model_v4_TED01:1.20.5:4:120;AF-P0C7W6-F1-model_v4_TED02:1.20.5:124:228
P0C7X4,AF-P0C7X4-F1-model_v4_TED01:1.20.1260.10:2:200
P0C841,AF-P0C841-F1-model_v4_TED01:-:7:45
P0C851,AF-P0C851-F1-model_v4_TED01:1.10.287:49:118
P0C853,
P0C854,
P0C864,
P0C875,AF-P0C875-F1-model_v4_TED02:-:98:153;AF-P0C875-F1-model_v4_TED01:1.20.5:29:96;AF-P0C875-F1-model_v4_TED03:1.10.1220:156:198
P0C879,
P0C880,
P0C881,AF-P0C881-F1-model_v4_TED01:2.20.110.10:248:378;AF-P0C881-F1-model_v4_TED02:-:387:537;AF-P0C881-F1-model_v4_TED03:-:556:785
P0CAP1,
P0CAP2,AF-P0CAP2-F1-model_v4_TED01:1.10.287:20:76
P0CAT3,
P0CE67,
P0CF75,AF-P0CF75-F1-model_v4_TED01:-:54:122;AF-P0CF75-F1-model_v4_TED02:1.10.3040.10:131:230;AF-P0CF75-F1-model_v4_TED03:1.10.3050.10:236:341
P0CF97,AF-P0CF97-F1-model_v4_TED01:-:66:135;AF-P0CF97-F1-model_v4_TED02:-:140:657;AF-P0CF97-F1-model_v4_TED03:-:370:523;AF-P0CF97-F1-model_v4_TED04:-:540:603
P0CG08,
P0CG12,
P0CG13,AF-P0CG13-F1-model_v4_TED01:-:3:113
P0CG20,
P0CG21,AF-P0CG21-F1-model_v4_TED01:2.120.10.30:6:121
P0CG22,AF-P0CG22-F1-model_v4_TED01:3.40.50.720:35:274
P0CG34,AF-P0CG34-F1-model_v4_TED01:-:6:43
P0CG35,AF-P0CG35-F1-model_v4_TED01:-:6:42
P0CG41,
P0CG42,
P0CG43,
P0CH98,
P0CI01,AF-P0CI01-F1-model_v4_TED01:-:194:401
P0CJ68,
P0CJ69,
P0CJ70,
P0CJ71,
P0CJ72,
P0CJ73,
P0CJ74,
P0CJ75,
P0CJ76,
P0CJ77,
P0CK96,AF-P0CK96-F1-model_v4_TED01:-:83:384
P0CK97,
P0CV98,AF-P0CV98-F1-model_v4_TED02:3.30.1120.90:159:288;AF-P0CV98-F1-model_v4_TED01:1.20.5:119:155
P0CV99,AF-P0CV99-F1-model_v4_TED02:3.30.1120.90:165:294;AF-P0CV99-F1-model_v4_TED01:1.20.5:118:161
P0CW00,AF-P0CW00-F1-model_v4_TED02:3.30.1120.90:159:288;AF-P0CW00-F1-model_v4_TED01:1.20.5:118:155
P0CW01,AF-P0CW01-F1-model_v4_TED02:3.30.1120.90:157:286;AF-P0CW01-F1-model_v4_TED01:1.20.5:118:154
P0CW21,AF-P0CW21-F1-model_v4_TED01:1.20.5:2:52
P0CW27,
P0CZ25,
P0DI80,
P0DI81,AF-P0DI81-F1-model_v4_TED01:3.30.450.70:4:137
P0DI82,AF-P0DI82-F1-model_v4_TED01:3.30.450.70:4:137
P0DI83,
P0DJ07,AF-P0DJ07-F1-model_v4_TED01:-:1:41;AF-P0DJ07-F1-model_v4_TED02:1.20.5:44:73
P0DJ93,AF-P0DJ93-F1-model_v4_TED01:1.20.5:1:48
P0DJG4,
P0DJH9,AF-P0DJH9-F1-model_v4_TED01:1.10.10:34:131
P0DJI8,AF-P0DJI8-F1-model_v4_TED01:1.10.132.110:20:114
P0DJI9,AF-P0DJI9-F1-model_v4_TED01:1.10.132.110:22:114
P0DKB6,
P0DKL9,AF-P0DKL9-F1-model_v4_TED01:-:32:77;AF-P0DKL9-F1-model_v4_TED02:-:83:152
P0DKX4,AF-P0DKX4-F1-model_v4_TED01:1.20.5:27:92
P0DL12,
P0DM63,
P0DMB1,
P0DMB2,
P0DMC3,
P0DME0,AF-P0DME0-F1-model_v4_TED01:3.30.1120.90:103:245
P0DML2,AF-P0DML2-F1-model_v4_TED01:1.20.1250.10:31:209
P0DML3,AF-P0DML3-F1-model_v4_TED01:1.20.1250.10:31:209
P0DMP1,
P0DMQ5,AF-P0DMQ5-F1-model_v4_TED01:1.20.5:30:60
P0DMQ9,
P0DMR2,AF-P0DMR2-F1-model_v4_TED01:1.20.120:4:94
P0DMR3,
P0DMS9,AF-P0DMS9-F1-model_v4_TED01:2.60.40.10:81:204
P0DMT0,
P0DMU3,
P0DMV8,AF-P0DMV8-F1-model_v4_TED01:3.30.420.40:5:393;AF-P0DMV8-F1-model_v4_TED02:3.90.640.10:229:306;AF-P0DMV8-F1-model_v4_TED03:2.60.34.10:399:510;AF-P0DMV8-F1-model_v4_TED04:1.20.1270.10:512:609
P0DMV9,AF-P0DMV9-F1-model_v4_TED01:3.30.420.40:5:393;AF-P0DMV9-F1-model_v4_TED02:3.90.640.10:229:305;AF-P0DMV9-F1-model_v4_TED03:2.60.34.10:399:510;AF-P0DMV9-F1-model_v4_TED04:1.20.1270.10:513:608
P0DMW3,AF-P0DMW3-F1-model_v4_TED01:1.10.287:22:66
P0DMW4,
P0DMW5,
P0DN25,AF-P0DN25-F1-model_v4_TED01:3.90.550:45:293
P0DN84,
P0DN86,AF-P0DN86-F1-model_v4_TED01:2.10.90.10:44:118
P0DN87,AF-P0DN87-F1-model_v4_TED01:2.10.90.10:26:117
P0DO92,AF-P0DO92-F1-model_v4_TED01:1.20.5:32:59
P0DO97,AF-P0DO97-F1-model_v4_TED01:1.20.5:65:125
P0DP42,AF-P0DP42-F1-model_v4_TED01:1.20.140.150:3:177
P0DP71,
P0DP73,AF-P0DP73-F1-model_v4_TED01:3.10.360.10:23:67
P0DP74,AF-P0DP74-F1-model_v4_TED01:3.10.360.10:23:66
P0DP75,
P0DPA3,
P0DPB5,AF-P0DPB5-F1-model_v4_TED01:-:1:55
P0DPB6,AF-P0DPB6-F1-model_v4_TED01:3.30.1360.10:23:120
P0DPF6,
P0DPH9,
P0DPI2,AF-P0DPI2-F1-model_v4_TED01:3.40.50.880:43:265
P0DPI3,AF-P0DPI3-F1-model_v4_TED01:2.170.150.70:130:243
P0DPP9,
P0DPQ3,
P0DPQ6,
P0DQW1,
P0DSN6,AF-P0DSN6-F1-model_v4_TED01:1.20.1070.10:4:303
P0DSO1,
P0DSO2,
P0DTA3,AF-P0DTA3-F1-model_v4_TED01:-:105:259
P0DTE0,AF-P0DTE0-F1-model_v4_TED01:1.20.1070.10:10:286
P0DTE4,AF-P0DTE4-F1-model_v4_TED01:3.40.50.2000:21:480;AF-P0DTE4-F1-model_v4_TED02:3.40.50.2000:289:450
P0DTE5,AF-P0DTE5-F1-model_v4_TED01:3.40.50.2000:32:489;AF-P0DTE5-F1-model_v4_TED02:3.40.50.2000:298:459
P0DTF9,AF-P0DTF9-F1-model_v4_TED02:1.20.5:98:136
P0DTL5,
P0DUD1,AF-P0DUD1-F1-model_v4_TED01:-:105:260
P0DUD2,AF-P0DUD2-F1-model_v4_TED01:-:105:260
P0DUD3,AF-P0DUD3-F1-model_v4_TED01:1.10.472:105:260
P0DUD4,AF-P0DUD4-F1-model_v4_TED01:-:105:259
P0DUH7,
P0DUQ1,AF-P0DUQ1-F1-model_v4_TED01:-:12:107;AF-P0DUQ1-F1-model_v4_TED02:3.80.10.10:325:478
P0DUQ2,AF-P0DUQ2-F1-model_v4_TED01:-:13:107;AF-P0DUQ2-F1-model_v4_TED02:3.80.10.10:325:478
P0DUX0,AF-P0DUX0-F1-model_v4_TED01:-:105:262
P0DUX1,AF-P0DUX1-F1-model_v4_TED01:-:107:264
P0DV60,
P0DV79,
P0DW11,
P0DW12,
P0DW13,
P0DW14,
P0DW28,
P0DW81,
P0DW85,
P0DX00,
P0DX01,
P0DX02,
P0DX04,
P0DXC1,
P0DXC3,
P0DY27,
P10082,AF-P10082-F1-model_v4_TED01:-:9:79
P10092,AF-P10092-F1-model_v4_TED01:-:7:102
P10124,AF-P10124-F1-model_v4_TED01:-:29:89
P10145,
P10147,
P10153,AF-P10153-F1-model_v4_TED01:3.10.130.10:29:159
P10163,
P10176,AF-P10176-F1-model_v4_TED01:1.20.5:33:69
P10451,
P10523,AF-P10523-F1-model_v4_TED01:2.60.40.840:15:382;AF-P10523-F1-model_v4_TED02:2.60.40.640:194:361
P10606,AF-P10606-F1-model_v4_TED01:-:40:65;AF-P10606-F1-model_v4_TED02:2.60.11.10:70:129
P10619,AF-P10619-F1-model_v4_TED01:3.40.50.1820:32:477;AF-P10619-F1-model_v4_TED02:3.40.50.1820:213:330
P10620,AF-P10620-F1-model_v4_TED01:1.20.120.550:3:151
P10632,AF-P10632-F1-model_v4_TED01:1.10.630.10:40:490
P10635,AF-P10635-F1-model_v4_TED01:1.10.630.10:85:495
P10636,
P10645,AF-P10645-F1-model_v4_TED01:-:27:63;AF-P10645-F1-model_v4_TED02:1.20.5:68:108
P10696,AF-P10696-F1-model_v4_TED01:3.40.720.10:50:486;AF-P10696-F1-model_v4_TED02:-:395:450
P10720,AF-P10720-F1-model_v4_TED02:2.40.50.40:56:104
P10745,AF-P10745-F1-model_v4_TED01:3.90.226.10:110:319;AF-P10745-F1-model_v4_TED02:3.30.750.44:321:395;AF-P10745-F1-model_v4_TED03:3.90.226.10:421:624;AF-P10745-F1-model_v4_TED04:-:625:704;AF-P10745-F1-model_v4_TED05:3.90.226.10:724:921;AF-P10745-F1-model_v4_TED06:3.90.226.10:1023:1238
P10746,AF-P10746-F1-model_v4_TED01:3.40.50.10090:1:258;AF-P10746-F1-model_v4_TED02:3.40.50.10090:38:170
P10767,AF-P10767-F1-model_v4_TED01:2.80.10.50:77:206
P10768,AF-P10768-F1-model_v4_TED01:3.40.50.1820:3:280
P10809,AF-P10809-F1-model_v4_TED01:1.10.560.10:27:547;AF-P10809-F1-model_v4_TED02:3.30.260.10:170:434;AF-P10809-F1-model_v4_TED03:3.50.7.10:217:362
P10909,AF-P10909-F1-model_v4_TED01:-:26:449;AF-P10909-F1-model_v4_TED02:-:78:374
P10997,
P11021,AF-P11021-F1-model_v4_TED01:3.30.420.40:30:415;AF-P11021-F1-model_v4_TED02:3.90.640.10:254:331;AF-P11021-F1-model_v4_TED03:2.60.34.10:422:533;AF-P11021-F1-model_v4_TED04:1.20.1270.10:536:633
P11049,AF-P11049-F1-model_v4_TED01:-:4:281
P11086,AF-P11086-F1-model_v4_TED01:3.40.50.150:17:280
P11117,AF-P11117-F1-model_v4_TED01:3.40.50.1240:33:362
P11137,
P11142,AF-P11142-F1-model_v4_TED01:3.30.420.40:5:393;AF-P11142-F1-model_v4_TED02:3.90.640.10:229:306;AF-P11142-F1-model_v4_TED03:2.60.34.10:399:510;AF-P11142-F1-model_v4_TED04:1.20.1270.10:512:610
P11166,AF-P11166-F1-model_v4_TED01:1.20.1250.20:10:207;AF-P11166-F1-model_v4_TED02:1.20.1250.20:257:470
P11168,AF-P11168-F1-model_v4_TED01:1.20.1250.20:2:240;AF-P11168-F1-model_v4_TED02:1.20.1250.20:290:504
P11169,AF-P11169-F1-model_v4_TED01:1.20.1250.20:10:218;AF-P11169-F1-model_v4_TED02:1.20.1250.20:252:468
P11216,AF-P11216-F1-model_v4_TED01:-:16:124;AF-P11216-F1-model_v4_TED02:3.40.50.2000:497:804
P11217,AF-P11217-F1-model_v4_TED01:-:18:122;AF-P11217-F1-model_v4_TED02:3.40.50.2000:83:485;AF-P11217-F1-model_v4_TED03:3.40.50.2000:497:809
P11245,AF-P11245-F1-model_v4_TED01:3.30.2140.20:2:213
P11387,AF-P11387-F1-model_v4_TED01:1.10.10.41:239:318;AF-P11387-F1-model_v4_TED02:2.170.11.10:322:430;AF-P11387-F1-model_v4_TED03:3.90.15.10:435:583;AF-P11387-F1-model_v4_TED04:1.10.132.10:595:757
P11487,AF-P11487-F1-model_v4_TED01:2.80.10.50:43:195
P11488,AF-P11488-F1-model_v4_TED01:3.40.50.300:35:335;AF-P11488-F1-model_v4_TED02:1.10.400.10:58:164
P11509,AF-P11509-F1-model_v4_TED01:1.10.630.10:31:494
P11511,
P11586,AF-P11586-F1-model_v4_TED01:3.40.50.300:320:808;AF-P11586-F1-model_v4_TED02:3.30.1510.10:447:616;AF-P11586-F1-model_v4_TED03:3.10.410.10:823:905
P11678,AF-P11678-F1-model_v4_TED01:1.10.640.10:313:713
P11684,AF-P11684-F1-model_v4_TED01:1.10.210.10:22:91
P11712,AF-P11712-F1-model_v4_TED01:1.10.630.10:79:488
P11836,AF-P11836-F1-model_v4_TED01:-:40:243
P11926,AF-P11926-F1-model_v4_TED01:2.40.37.10:12:410;AF-P11926-F1-model_v4_TED02:3.20.20.10:47:279
P12004,AF-P12004-F1-model_v4_TED01:3.70.10.10:1:116;AF-P12004-F1-model_v4_TED02:3.70.10.10:134:250
P12034,AF-P12034-F1-model_v4_TED01:2.80.10.50:84:218
P12074,
P12235,AF-P12235-F1-model_v4_TED01:1.50.40.10:1:298
P12236,AF-P12236-F1-model_v4_TED01:1.50.40.10:2:294
P12270,AF-P12270-F1-model_v4_TED01:-:845:906;AF-P12270-F1-model_v4_TED02:1.20.5:1367:1450
P12272,AF-P12272-F1-model_v4_TED01:1.20.5:1:37;AF-P12272-F1-model_v4_TED02:1.20.5:38:71
P12273,AF-P12273-F1-model_v4_TED01:2.60.40.10:38:146
P12277,AF-P12277-F1-model_v4_TED01:1.10.135.10:14:96;AF-P12277-F1-model_v4_TED02:3.30.590.10:111:368
P12429,AF-P12429-F1-model_v4_TED01:1.10.220.10:21:90;AF-P12429-F1-model_v4_TED02:1.10.220.10:93:157;AF-P12429-F1-model_v4_TED03:1.10.220.10:173:249
P12532,AF-P12532-F1-model_v4_TED01:1.10.135.10:50:129
P12724,AF-P12724-F1-model_v4_TED01:3.10.130.10:33:160
P12821,AF-P12821-F1-model_v4_TED02:-:905:1216;AF-P12821-F1-model_v4_TED01:1.10.287:29:126
P12872,AF-P12872-F1-model_v4_TED01:-:2:51
P13051,AF-P13051-F1-model_v4_TED01:3.40.470.10:82:302
P13073,AF-P13073-F1-model_v4_TED01:1.10.442.10:35:93;AF-P13073-F1-model_v4_TED02:-:129:169
P13164,AF-P13164-F1-model_v4_TED01:1.20.58:37:125
P13232,AF-P13232-F1-model_v4_TED01:1.20.1250.50:28:174
P13236,AF-P13236-F1-model_v4_TED01:2.40.50.40:35:92
P13284,AF-P13284-F1-model_v4_TED01:3.40.30.10:61:227
P13489,AF-P13489-F1-model_v4_TED01:3.80.10.10:325:461
P13498,AF-P13498-F1-model_v4_TED01:-:7:128
P13500,AF-P13500-F1-model_v4_TED01:2.40.50.40:34:99
P13501,AF-P13501-F1-model_v4_TED01:2.40.50.40:32:91
P13521,
P13584,AF-P13584-F1-model_v4_TED01:1.10.630.10:64:505
P13640,AF-P13640-F1-model_v4_TED01:-:2:32;AF-P13640-F1-model_v4_TED02:-:35:62
P13693,AF-P13693-F1-model_v4_TED01:2.170.150.10:1:170
P13716,AF-P13716-F1-model_v4_TED01:3.20.20.70:25:326
P13725,AF-P13725-F1-model_v4_TED01:1.20.1250.10:31:211
P13805,
P13807,AF-P13807-F1-model_v4_TED01:3.40.50.2000:26:283;AF-P13807-F1-model_v4_TED02:3.40.50.2000:284:594;AF-P13807-F1-model_v4_TED03:1.10.287:378:439
P13866,AF-P13866-F1-model_v4_TED01:1.20.1730.10:65:664
P13928,AF-P13928-F1-model_v4_TED01:1.10.220.10:17:80;AF-P13928-F1-model_v4_TED02:1.10.220.10:96:165;AF-P13928-F1-model_v4_TED03:1.10.220.10:177:253;AF-P13928-F1-model_v4_TED04:1.10.220.10:255:324
P13984,AF-P13984-F1-model_v4_TED01:-:7:133;AF-P13984-F1-model_v4_TED02:1.10.10.10:176:238
P13985,
P13994,AF-P13994-F1-model_v4_TED01:-:43:118;AF-P13994-F1-model_v4_TED03:-:180:218;AF-P13994-F1-model_v4_TED02:1.20.5:136:176
P13995,AF-P13995-F1-model_v4_TED01:3.40.50.10860:66:156;AF-P13995-F1-model_v4_TED02:3.40.50.720:172:315
P14060,AF-P14060-F1-model_v4_TED01:3.40.50.720:5:357
P14061,AF-P14061-F1-model_v4_TED01:3.40.50.720:5:258;AF-P14061-F1-model_v4_TED02:-:264:289
P14138,AF-P14138-F1-model_v4_TED01:-:95:122
P14174,AF-P14174-F1-model_v4_TED01:3.30.429.10:1:112
P14209,
P14324,AF-P14324-F1-model_v4_TED01:1.10.600.10:75:413
P14406,AF-P14406-F1-model_v4_TED01:4.10.91.10:40:79
P14415,AF-P14415-F1-model_v4_TED01:2.60.40.1660:81:287
P14550,AF-P14550-F1-model_v4_TED01:3.20.20.100:4:310
P14618,AF-P14618-F1-model_v4_TED01:3.20.20.60:45:385;AF-P14618-F1-model_v4_TED02:2.40.33.10:118:209;AF-P14618-F1-model_v4_TED03:3.40.1380.20:391:529
P14621,AF-P14621-F1-model_v4_TED01:3.30.70.100:15:87
P14672,AF-P14672-F1-model_v4_TED01:1.20.1250.20:21:224;AF-P14672-F1-model_v4_TED02:1.20.1250.20:278:485
P14678,AF-P14678-F1-model_v4_TED01:2.30.30.100:1:85
P14679,AF-P14679-F1-model_v4_TED01:1.10.1280.10:26:460
P14854,AF-P14854-F1-model_v4_TED01:1.10.10.140:26:86
P14902,AF-P14902-F1-model_v4_TED01:1.20.58.480:7:396
P14923,AF-P14923-F1-model_v4_TED01:1.25.10.10:522:675
P14927,AF-P14927-F1-model_v4_TED01:1.10.1090.10:1:111
P15018,AF-P15018-F1-model_v4_TED01:1.20.1250.10:43:200
P15104,AF-P15104-F1-model_v4_TED01:3.10.20.70:22:111;AF-P15104-F1-model_v4_TED02:3.30.590.10:120:360
P15121,AF-P15121-F1-model_v4_TED01:3.20.20.100:3:303
P15248,AF-P15248-F1-model_v4_TED01:1.20.1250.70:23:139
P15259,AF-P15259-F1-model_v4_TED01:3.40.50.1240:7:236
P15291,AF-P15291-F1-model_v4_TED01:3.90.550.10:152:394
P15309,AF-P15309-F1-model_v4_TED01:3.40.50.1240:35:371;AF-P15309-F1-model_v4_TED02:-:163:251
P15382,AF-P15382-F1-model_v4_TED01:1.20.5:38:73
P15421,AF-P15421-F1-model_v4_TED01:1.10.287:36:78
P15428,AF-P15428-F1-model_v4_TED01:3.40.50.720:6:251
P15502,
P15515,
P15516,
P15538,AF-P15538-F1-model_v4_TED01:1.10.630.10:64:502
P15559,AF-P15559-F1-model_v4_TED01:3.40.50.360:4:219
P15907,AF-P15907-F1-model_v4_TED01:3.90.1480.20:103:400
P15927,AF-P15927-F1-model_v4_TED01:2.40.50.140:47:172;AF-P15927-F1-model_v4_TED02:1.10.10.10:208:267
P15954,
P16083,AF-P16083-F1-model_v4_TED01:3.40.50.360:6:230
P16118,AF-P16118-F1-model_v4_TED01:3.40.50.300:44:246;AF-P16118-F1-model_v4_TED02:3.40.50.1240:255:465
P16150,
P16152,AF-P16152-F1-model_v4_TED01:3.40.50.720:6:274
P16260,
P16278,AF-P16278-F1-model_v4_TED01:3.20.20.80:35:357;AF-P16278-F1-model_v4_TED02:2.60.120.260:376:640;AF-P16278-F1-model_v4_TED03:2.60.120.260:396:515
P16442,AF-P16442-F1-model_v4_TED01:3.90.550.10:94:351
P16444,AF-P16444-F1-model_v4_TED01:3.20.20.140:30:371
P16455,AF-P16455-F1-model_v4_TED01:3.30.160.70:2:86;AF-P16455-F1-model_v4_TED02:1.10.10.10:88:183
P16619,AF-P16619-F1-model_v4_TED01:2.40.50.40:29:92
P16662,AF-P16662-F1-model_v4_TED01:3.40.50.2000:26:482;AF-P16662-F1-model_v4_TED02:3.40.50.2000:291:451;AF-P16662-F1-model_v4_TED03:1.20.5:486:516
P16671,AF-P16671-F1-model_v4_TED02:-:59:422;AF-P16671-F1-model_v4_TED01:1.10.287:20:465
P16860,
P16949,AF-P16949-F1-model_v4_TED01:1.20.5:50:135
P17050,AF-P17050-F1-model_v4_TED01:3.20.20.70:27:306;AF-P17050-F1-model_v4_TED02:2.60.40.1180:314:408
P17066,AF-P17066-F1-model_v4_TED01:3.30.420.40:7:395;AF-P17066-F1-model_v4_TED02:3.90.640.10:231:308;AF-P17066-F1-model_v4_TED03:2.60.34.10:401:511;AF-P17066-F1-model_v4_TED04:1.20.1270.10:515:611
P17096,
P17152,AF-P17152-F1-model_v4_TED01:-:28:190
P17516,AF-P17516-F1-model_v4_TED01:3.20.20.100:4:285
P17540,AF-P17540-F1-model_v4_TED01:1.10.135.10:41:130;AF-P17540-F1-model_v4_TED02:3.30.590.10:146:402
P17568,AF-P17568-F1-model_v4_TED01:-:19:114
P17600,AF-P17600-F1-model_v4_TED01:3.30.1490.20:248:307
P17643,AF-P17643-F1-model_v4_TED01:1.10.1280.10:30:466
P17677,
P17707,AF-P17707-F1-model_v4_TED01:3.60.90.10:11:326
P17858,AF-P17858-F1-model_v4_TED01:3.40.50.450:1:361;AF-P17858-F1-model_v4_TED02:3.40.50.460:178:299;AF-P17858-F1-model_v4_TED03:3.40.50.450:396:735;AF-P17858-F1-model_v4_TED04:3.40.50.460:543:662
P17900,AF-P17900-F1-model_v4_TED01:2.70.220.10:32:193
P17987,AF-P17987-F1-model_v4_TED01:1.10.560.10:8:531;AF-P17987-F1-model_v4_TED02:3.50.7.10:203:379
P18077,AF-P18077-F1-model_v4_TED01:2.40.10.190:5:103
P18206,AF-P18206-F1-model_v4_TED01:1.20.120.230:6:126;AF-P18206-F1-model_v4_TED02:1.20.120.230:150:254;AF-P18206-F1-model_v4_TED03:1.20.120.810:259:483;AF-P18206-F1-model_v4_TED04:1.20.120.810:492:588;AF-P18206-F1-model_v4_TED05:1.20.120.810:601:710;AF-P18206-F1-model_v4_TED06:1.20.120.230:718:837;AF-P18206-F1-model_v4_TED07:1.20.120.230:963:1113
P18440,AF-P18440-F1-model_v4_TED01:3.30.2140.20:4:272
P18510,AF-P18510-F1-model_v4_TED01:2.80.10.50:37:176
P18545,
P18577,AF-P18577-F1-model_v4_TED01:-:19:179
P18621,AF-P18621-F1-model_v4_TED01:3.90.470.10:13:155
P18669,AF-P18669-F1-model_v4_TED01:3.40.50.1240:3:248
P18859,AF-P18859-F1-model_v4_TED01:-:1:55
P19075,AF-P19075-F1-model_v4_TED01:-:2:237
P19086,AF-P19086-F1-model_v4_TED01:1.10.400.10:62:176;AF-P19086-F1-model_v4_TED02:3.40.50.300:216:340
P19087,AF-P19087-F1-model_v4_TED01:1.10.400.10:62:175;AF-P19087-F1-model_v4_TED02:3.40.50.300:224:337
P19099,AF-P19099-F1-model_v4_TED01:1.10.630.10:39:502
P19113,AF-P19113-F1-model_v4_TED01:3.40.640.10:102:356
P19224,AF-P19224-F1-model_v4_TED01:3.40.50.2000:24:478;AF-P19224-F1-model_v4_TED02:3.40.50.2000:286:446
P19237,AF-P19237-F1-model_v4_TED01:1.20.5:15:49;AF-P19237-F1-model_v4_TED02:1.20.5:71:106
P19256,"AF-P19256-F1-model_v4_TED01:2.60.40.10:28:122;AF-P19256-F1-model_v4_TED02:2.60.40,2.60.40:129:206"
P19387,AF-P19387-F1-model_v4_TED01:3.30.1360.10:7:272;AF-P19387-F1-model_v4_TED02:2.170.120.12:45:172
P19388,AF-P19388-F1-model_v4_TED01:3.40.1340.10:58:133;AF-P19388-F1-model_v4_TED02:3.90.940.20:141:208
P19397,AF-P19397-F1-model_v4_TED01:-:1:219
P19404,AF-P19404-F1-model_v4_TED01:1.10.10.1590:33:125;AF-P19404-F1-model_v4_TED02:3.40.30.10:131:219
P19429,AF-P19429-F1-model_v4_TED01:1.20.5:43:80;AF-P19429-F1-model_v4_TED02:1.20.5:90:140
P19440,AF-P19440-F1-model_v4_TED01:3.60.20.40:36:567
P19526,AF-P19526-F1-model_v4_TED01:-:79:182;AF-P19526-F1-model_v4_TED02:3.40.50:189:362
P19622,AF-P19622-F1-model_v4_TED01:1.10.10.60:252:315
P19801,AF-P19801-F1-model_v4_TED01:3.10.450.40:29:131;AF-P19801-F1-model_v4_TED02:3.10.450.40:146:256;AF-P19801-F1-model_v4_TED03:2.70.98.20:313:710
P19875,AF-P19875-F1-model_v4_TED01:2.40.50.40:53:105
P19876,AF-P19876-F1-model_v4_TED01:2.40.50.40:55:106
P19971,AF-P19971-F1-model_v4_TED01:-:35:82;AF-P19971-F1-model_v4_TED02:3.40.1030.10:105:366;AF-P19971-F1-model_v4_TED03:3.90.1170.30:373:461
